product_id,product_name,aisle_id,department_id,aisle,department,full_text,image_url
401,Shampoo,53,8,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod401_real/300/300
402,Pasta,55,32,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod402_real/300/300
403,Canned Beans,190,15,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod403_real/300/300
404,Tomato Sauce,141,29,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod404_real/300/300
405,Rice,152,45,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod405_real/300/300
406,Fish Sticks,66,32,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod406_real/300/300
407,Pasta,99,37,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod407_real/300/300
408,Face Wash,195,2,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod408_real/300/300
409,Eggs,9,44,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod409_real/300/300
410,Flour,91,1,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod410_real/300/300
411,Toothpaste,66,20,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod411_real/300/300
412,Chocolate Bar,102,47,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod412_real/300/300
413,Popcorn,118,2,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod413_real/300/300
414,Tomato Sauce,12,1,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod414_real/300/300
415,Frozen Berries,200,41,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod415_real/300/300
416,Cola,87,38,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod416_real/300/300
417,Sugar,135,12,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod417_real/300/300
418,Premium Coffee,78,7,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod418_real/300/300
419,Mineral Water,20,37,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod419_real/300/300
420,Frozen Berries,132,19,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod420_real/300/300
421,Popcorn,18,28,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod421_real/300/300
422,Popcorn,126,40,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod422_real/300/300
423,Orange Juice,11,41,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod423_real/300/300
424,Sour Cream,37,36,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod424_real/300/300
425,Organic Juice,25,44,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod425_real/300/300
426,Sports Drink,60,24,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod426_real/300/300
427,Popcorn,120,24,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod427_real/300/300
428,Toothpaste,158,13,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod428_real/300/300
429,Chocolate Bar,87,33,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod429_real/300/300
430,Popcorn,186,31,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod430_real/300/300
431,Rice,183,6,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod431_real/300/300
432,Hair Oil,87,46,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod432_real/300/300
433,Frozen Fries,17,19,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod433_real/300/300
434,Yogurt,172,10,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod434_real/300/300
435,Rice,21,9,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod435_real/300/300
436,Hand Soap,109,24,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod436_real/300/300
437,Vegan Snack,140,26,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod437_real/300/300
438,Sugar,74,33,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod438_real/300/300
439,Flour,192,22,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod439_real/300/300
440,Face Wash,64,21,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod440_real/300/300
441,Body Lotion,94,47,cold flu allergy,personal care,Body Lotion. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod441_real/300/300
442,Yogurt,104,49,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod442_real/300/300
443,Flour,190,2,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod443_real/300/300
444,Premium Coffee,178,22,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod444_real/300/300
445,Vegan Snack,157,42,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod445_real/300/300
446,Green Tea,166,42,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod446_real/300/300
447,Ice Cream,108,9,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod447_real/300/300
448,Frozen Berries,70,7,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod448_real/300/300
449,Flour,126,22,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod449_real/300/300
450,Ice Cream,72,5,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod450_real/300/300
451,Organic Juice,103,17,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod451_real/300/300
452,Iced Coffee,183,10,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod452_real/300/300
453,Toothpaste,57,20,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod453_real/300/300
454,Orange Juice,86,50,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod454_real/300/300
455,Cola,84,19,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod455_real/300/300
456,Toothpaste,171,30,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod456_real/300/300
457,Premium Coffee,85,3,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod457_real/300/300
458,Sports Drink,171,16,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod458_real/300/300
459,Frozen Fries,9,2,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod459_real/300/300
460,Sugar,11,49,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod460_real/300/300
461,Olive Oil,171,25,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod461_real/300/300
462,Sugar,136,36,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod462_real/300/300
463,Almond Milk,52,37,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod463_real/300/300
464,Olive Oil,74,15,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod464_real/300/300
465,Pasta,59,37,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod465_real/300/300
466,Trail Mix,117,43,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod466_real/300/300
467,Orange Juice,186,3,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod467_real/300/300
468,Mineral Water,189,25,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod468_real/300/300
469,Yogurt,110,35,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod469_real/300/300
470,Trail Mix,3,11,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod470_real/300/300
471,Sports Drink,85,32,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod471_real/300/300
472,Pasta,28,28,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod472_real/300/300
473,Vegan Snack,125,40,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod473_real/300/300
474,Frozen Vegetables,112,4,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod474_real/300/300
475,Sports Drink,63,12,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod475_real/300/300
476,Yogurt,102,21,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod476_real/300/300
477,Flour,29,47,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod477_real/300/300
478,Trail Mix,53,36,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod478_real/300/300
479,Rice,181,20,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod479_real/300/300
480,Almond Milk,71,26,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod480_real/300/300
481,Tomato Sauce,23,39,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod481_real/300/300
482,Mineral Water,166,46,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod482_real/300/300
483,Pasta,62,14,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod483_real/300/300
484,Trail Mix,102,47,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod484_real/300/300
485,Fish Sticks,29,39,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod485_real/300/300
486,Organic Juice,89,10,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod486_real/300/300
487,Frozen Fries,155,11,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod487_real/300/300
488,Cream Cheese,11,28,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod488_real/300/300
489,Popcorn,182,3,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod489_real/300/300
490,Frozen Berries,163,45,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod490_real/300/300
491,Pretzels,155,13,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod491_real/300/300
492,Olive Oil,95,1,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod492_real/300/300
493,Toothpaste,180,14,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod493_real/300/300
494,Potato Chips,1,36,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod494_real/300/300
495,Cola,125,22,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod495_real/300/300
496,Green Tea,5,25,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod496_real/300/300
497,Green Tea,119,21,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod497_real/300/300
498,Sugar,22,39,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod498_real/300/300
499,Sugar,67,26,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod499_real/300/300
500,Milk,197,45,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod500_real/300/300
501,Granola Bar,22,44,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod501_real/300/300
502,Olive Oil,164,35,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod502_real/300/300
503,Tomato Sauce,2,41,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod503_real/300/300
504,Frozen Pizza,149,20,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod504_real/300/300
505,Sports Drink,21,16,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod505_real/300/300
506,Sugar,106,35,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod506_real/300/300
507,Flour,175,45,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod507_real/300/300
508,Butter,30,7,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod508_real/300/300
509,Canned Beans,162,19,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod509_real/300/300
510,Sports Drink,183,12,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod510_real/300/300
511,Ice Cream,140,6,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod511_real/300/300
512,Shampoo,94,37,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod512_real/300/300
513,Olive Oil,27,47,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod513_real/300/300
514,Trail Mix,121,44,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod514_real/300/300
515,Chocolate Bar,103,21,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod515_real/300/300
516,Hand Soap,181,48,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod516_real/300/300
517,Canned Beans,164,12,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod517_real/300/300
518,Herbal Tea,84,35,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod518_real/300/300
519,Orange Juice,40,39,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod519_real/300/300
520,Green Tea,177,33,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod520_real/300/300
521,Vegan Snack,181,11,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod521_real/300/300
522,Green Tea,52,41,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod522_real/300/300
523,Face Wash,107,47,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod523_real/300/300
524,Shampoo,8,9,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod524_real/300/300
525,Milk,189,25,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod525_real/300/300
526,Herbal Tea,3,33,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod526_real/300/300
527,Trail Mix,55,5,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod527_real/300/300
528,Tomato Sauce,2,44,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod528_real/300/300
529,Flour,178,30,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod529_real/300/300
530,Butter,174,1,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod530_real/300/300
531,Body Lotion,39,1,cold flu allergy,personal care,Body Lotion. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod531_real/300/300
532,Cola,176,41,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod532_real/300/300
533,Face Wash,200,26,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod533_real/300/300
534,Flour,64,3,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod534_real/300/300
535,Green Tea,191,43,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod535_real/300/300
536,Tomato Sauce,184,3,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod536_real/300/300
537,Sugar,112,29,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod537_real/300/300
538,Canned Beans,174,41,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod538_real/300/300
539,Gluten-Free Bread,133,49,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod539_real/300/300
540,Tomato Sauce,13,6,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod540_real/300/300
541,Vegan Snack,65,39,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod541_real/300/300
542,Green Tea,153,15,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod542_real/300/300
543,Flour,152,46,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod543_real/300/300
544,Olive Oil,140,37,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod544_real/300/300
545,Potato Chips,179,32,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod545_real/300/300
546,Frozen Vegetables,107,10,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod546_real/300/300
547,Pasta,30,45,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod547_real/300/300
548,Toothpaste,21,12,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod548_real/300/300
549,Potato Chips,73,41,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod549_real/300/300
550,Hair Oil,187,1,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod550_real/300/300
551,Canned Beans,59,24,marinades meat preparation,pantry,Canned Beans. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod551_real/300/300
552,Green Tea,191,22,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod552_real/300/300
553,Sugar,28,23,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod553_real/300/300
554,Green Tea,169,35,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod554_real/300/300
555,Sugar,52,27,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod555_real/300/300
556,Frozen Pizza,189,47,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod556_real/300/300
557,Sour Cream,37,19,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod557_real/300/300
558,Iced Coffee,182,11,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod558_real/300/300
559,Fish Sticks,159,40,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod559_real/300/300
560,Gluten-Free Bread,132,31,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod560_real/300/300
561,Mineral Water,192,48,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod561_real/300/300
562,Milk,129,30,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod562_real/300/300
563,Olive Oil,54,25,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod563_real/300/300
564,Popcorn,118,29,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod564_real/300/300
565,Almond Milk,176,3,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod565_real/300/300
566,Flour,21,1,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod566_real/300/300
567,Orange Juice,99,4,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod567_real/300/300
568,Olive Oil,148,1,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod568_real/300/300
569,Hair Oil,98,36,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod569_real/300/300
570,Almond Milk,107,19,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod570_real/300/300
571,Flour,55,49,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod571_real/300/300
572,Face Wash,165,23,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod572_real/300/300
573,Cola,162,30,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod573_real/300/300
574,Pretzels,68,38,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod574_real/300/300
575,Orange Juice,197,41,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod575_real/300/300
576,Hand Soap,107,26,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod576_real/300/300
577,Herbal Tea,3,19,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod577_real/300/300
578,Rice,113,25,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod578_real/300/300
579,Frozen Berries,179,34,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod579_real/300/300
580,Granola Bar,182,14,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod580_real/300/300
581,Yogurt,70,46,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod581_real/300/300
582,Frozen Pizza,145,10,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod582_real/300/300
583,Frozen Berries,158,37,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod583_real/300/300
584,Premium Coffee,61,40,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod584_real/300/300
585,Iced Coffee,110,28,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod585_real/300/300
586,Sugar,182,12,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod586_real/300/300
587,Butter,67,42,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod587_real/300/300
588,Rice,4,35,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod588_real/300/300
589,Gluten-Free Bread,136,41,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod589_real/300/300
590,Sour Cream,142,6,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod590_real/300/300
591,Vegan Snack,80,46,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod591_real/300/300
592,Tomato Sauce,150,4,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod592_real/300/300
593,Frozen Vegetables,39,15,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod593_real/300/300
594,Fish Sticks,5,50,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod594_real/300/300
595,Gluten-Free Bread,105,40,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod595_real/300/300
596,Premium Coffee,185,46,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod596_real/300/300
597,Yogurt,198,38,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod597_real/300/300
598,Gluten-Free Bread,153,18,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod598_real/300/300
599,Deodorant,171,45,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod599_real/300/300
600,Almond Milk,124,49,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod600_real/300/300
